# name | realpath | file-arch
libpng16-config | /usr/local/Cellar/libpng/1.6.58/bin/libpng16-config | POSIX shell script text executable, ASCII text
lima | /usr/local/Cellar/lima/2.1.4/bin/lima | POSIX shell script text executable, ASCII text
limactl | /usr/local/Cellar/lima/2.1.4/bin/limactl | Mach-O 64-bit executable x86_64
linkicc | /usr/local/Cellar/little-cms2/2.19/bin/linkicc | Mach-O 64-bit executable x86_64
listsuites | /usr/local/Cellar/nss/3.123.1/bin/listsuites | Mach-O 64-bit executable x86_64
litellm | /usr/local/bin/litellm | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
litellm-proxy | /usr/local/bin/litellm-proxy | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
loudnorm.rb | /usr/local/Cellar/ffmpeg/8.1.1/bin/loudnorm.rb | Ruby script text executable, ASCII text
lsar | /usr/local/Cellar/unar/1.10.8_5/bin/lsar | Mach-O 64-bit executable x86_64
lstmeval | /usr/local/Cellar/tesseract/5.5.2/bin/lstmeval | Mach-O 64-bit executable x86_64
lstmtraining | /usr/local/Cellar/tesseract/5.5.2/bin/lstmtraining | Mach-O 64-bit executable x86_64
lt | /usr/local/lib/node_modules/localtunnel/bin/lt.js | a /usr/bin/env node script text executable, ASCII text
lto-dump-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/lto-dump-15 | Mach-O 64-bit executable x86_64
luajit | /usr/local/Cellar/luajit/2.1.1774896198/bin/luajit-2.1.1774896198 | Mach-O 64-bit executable x86_64
luajit-2.1.1774896198 | /usr/local/Cellar/luajit/2.1.1774896198/bin/luajit-2.1.1774896198 | Mach-O 64-bit executable x86_64
lz4 | /usr/local/Cellar/lz4/1.10.0/bin/lz4 | Mach-O 64-bit executable x86_64
lz4c | /usr/local/Cellar/lz4/1.10.0/bin/lz4 | Mach-O 64-bit executable x86_64
lz4cat | /usr/local/Cellar/lz4/1.10.0/bin/lz4 | Mach-O 64-bit executable x86_64
lzcat | /usr/local/Cellar/xz/5.8.3/bin/xz | Mach-O 64-bit executable x86_64
lzcmp | /usr/local/Cellar/xz/5.8.3/bin/xzdiff | POSIX shell script text executable, ASCII text
lzdiff | /usr/local/Cellar/xz/5.8.3/bin/xzdiff | POSIX shell script text executable, ASCII text
lzegrep | /usr/local/Cellar/xz/5.8.3/bin/xzgrep | POSIX shell script text executable, ASCII text
lzfgrep | /usr/local/Cellar/xz/5.8.3/bin/xzgrep | POSIX shell script text executable, ASCII text
lzgrep | /usr/local/Cellar/xz/5.8.3/bin/xzgrep | POSIX shell script text executable, ASCII text
lzless | /usr/local/Cellar/xz/5.8.3/bin/xzless | POSIX shell script text executable, ASCII text
lzma | /usr/local/Cellar/xz/5.8.3/bin/xz | Mach-O 64-bit executable x86_64
lzmadec | /usr/local/Cellar/xz/5.8.3/bin/lzmadec | Mach-O 64-bit executable x86_64
lzmainfo | /usr/local/Cellar/xz/5.8.3/bin/lzmainfo | Mach-O 64-bit executable x86_64
lzmore | /usr/local/Cellar/xz/5.8.3/bin/xzmore | POSIX shell script text executable, ASCII text
magika | /usr/local/bin/magika | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
magika-python-client | /usr/local/bin/magika-python-client | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
mail-code | /usr/local/bin/mail-code | Bourne-Again shell script text executable, Unicode text, UTF-8 text
make_chlayout_test | /usr/local/Cellar/ffmpeg/8.1.1/bin/make_chlayout_test | Perl script text executable
make_f2fs | /usr/local/Caskroom/android-platform-tools/36.0.2/platform-tools/make_f2fs | Mach-O universal binary with 2 architectures: [x86_64:Mach-O 64-bit executable x
/usr/local/Caskroom/android-platform-tools/36.0.2/platform-tools/make_f2fs (for 
/usr/local/Caskroom/android-platform-tools/36.0.2/platform-tools/make_f2fs (for 
make_f2fs_casefold | /usr/local/Caskroom/android-platform-tools/36.0.2/platform-tools/make_f2fs_casefold | Mach-O universal binary with 2 architectures: [x86_64:Mach-O 64-bit executable x
/usr/local/Caskroom/android-platform-tools/36.0.2/platform-tools/make_f2fs_casef
/usr/local/Caskroom/android-platform-tools/36.0.2/platform-tools/make_f2fs_casef
makepqg | /usr/local/Cellar/nss/3.123.1/bin/makepqg | Mach-O 64-bit executable x86_64
mako-render | /usr/local/bin/mako-render | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
mammoth | /usr/local/bin/mammoth | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
mangle | /usr/local/Cellar/nss/3.123.1/bin/mangle | Mach-O 64-bit executable x86_64
markdown-it | /usr/local/bin/markdown-it | a /usr/local/opt/python@3.11/bin/python3.11 script text executable, ASCII text
markdown_py | /usr/local/bin/markdown_py | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
markdownify | /usr/local/bin/markdownify | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
markitdown | /usr/local/bin/markitdown | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
mcp | /usr/local/bin/mcp | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
mcp-server-brave-search | /usr/local/lib/node_modules/@modelcontextprotocol/server-brave-search/dist/index.js | a /usr/bin/env node script text executable, ASCII text
mcp-server-chart | /usr/local/lib/node_modules/@antv/mcp-server-chart/build/index.js | a /usr/bin/env node script text executable, ASCII text
md5sum | /usr/local/Cellar/coreutils/9.10/bin/gmd5sum | Mach-O 64-bit executable x86_64
merge-all-source-plugins | /usr/local/Cellar/ffmpeg/8.1.1/bin/merge-all-source-plugins | POSIX shell script text executable, ASCII text
merge_unicharsets | /usr/local/Cellar/tesseract/5.5.2/bin/merge_unicharsets | Mach-O 64-bit executable x86_64
metaflac | /usr/local/Cellar/flac/1.5.0/bin/metaflac | Mach-O 64-bit executable x86_64
mftraining | /usr/local/Cellar/tesseract/5.5.2/bin/mftraining | Mach-O 64-bit executable x86_64
micli | /usr/local/bin/micli | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
micli.py | /usr/local/bin/micli.py | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
mid3cp | /usr/local/bin/mid3cp | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
mid3iconv | /usr/local/bin/mid3iconv | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
mid3v2 | /usr/local/bin/mid3v2 | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
missing_codec_desc | /usr/local/Cellar/ffmpeg/8.1.1/bin/missing_codec_desc | POSIX shell script text executable, ASCII text
mke2fs | /usr/local/Caskroom/android-platform-tools/36.0.2/platform-tools/mke2fs | Mach-O universal binary with 2 architectures: [x86_64:Mach-O 64-bit executable x
/usr/local/Caskroom/android-platform-tools/36.0.2/platform-tools/mke2fs (for arc
/usr/local/Caskroom/android-platform-tools/36.0.2/platform-tools/mke2fs (for arc
mlx_vlm.chat | /usr/local/bin/mlx_vlm.chat | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
mlx_vlm.chat_ui | /usr/local/bin/mlx_vlm.chat_ui | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
mlx_vlm.convert | /usr/local/bin/mlx_vlm.convert | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
mlx_vlm.generate | /usr/local/bin/mlx_vlm.generate | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
mlx_vlm.server | /usr/local/bin/mlx_vlm.server | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
modal | /usr/local/bin/modal | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
modelscope | /usr/local/bin/modelscope | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
modutil | /usr/local/Cellar/nss/3.123.1/bin/modutil | Mach-O 64-bit executable x86_64
moggsplit | /usr/local/bin/moggsplit | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
mpg123 | /usr/local/Cellar/mpg123/1.33.5/bin/mpg123 | Mach-O 64-bit executable x86_64
mpg123-id3dump | /usr/local/Cellar/mpg123/1.33.5/bin/mpg123-id3dump | Mach-O 64-bit executable x86_64
mpg123-strip | /usr/local/Cellar/mpg123/1.33.5/bin/mpg123-strip | Mach-O 64-bit executable x86_64
mpicalc | /usr/local/Cellar/libgcrypt/1.12.2/bin/mpicalc | Mach-O 64-bit executable x86_64
mpv | /usr/local/Cellar/mpv/0.41.0_4/bin/mpv | Mach-O 64-bit executable x86_64
ms | /usr/local/bin/ms | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
msgattrib | /usr/local/Cellar/gettext/1.0/bin/msgattrib | Mach-O 64-bit executable x86_64
msgcat | /usr/local/Cellar/gettext/1.0/bin/msgcat | Mach-O 64-bit executable x86_64
msgcmp | /usr/local/Cellar/gettext/1.0/bin/msgcmp | Mach-O 64-bit executable x86_64
msgcomm | /usr/local/Cellar/gettext/1.0/bin/msgcomm | Mach-O 64-bit executable x86_64
msgconv | /usr/local/Cellar/gettext/1.0/bin/msgconv | Mach-O 64-bit executable x86_64
msgen | /usr/local/Cellar/gettext/1.0/bin/msgen | Mach-O 64-bit executable x86_64
msgexec | /usr/local/Cellar/gettext/1.0/bin/msgexec | Mach-O 64-bit executable x86_64
msgfilter | /usr/local/Cellar/gettext/1.0/bin/msgfilter | Mach-O 64-bit executable x86_64
msgfmt | /usr/local/Cellar/gettext/1.0/bin/msgfmt | Mach-O 64-bit executable x86_64
msggrep | /usr/local/Cellar/gettext/1.0/bin/msggrep | Mach-O 64-bit executable x86_64
msginit | /usr/local/Cellar/gettext/1.0/bin/msginit | Mach-O 64-bit executable x86_64
msgmerge | /usr/local/Cellar/gettext/1.0/bin/msgmerge | Mach-O 64-bit executable x86_64
msgpre | /usr/local/Cellar/gettext/1.0/bin/msgpre | Mach-O 64-bit executable x86_64
msgunfmt | /usr/local/Cellar/gettext/1.0/bin/msgunfmt | Mach-O 64-bit executable x86_64
msguniq | /usr/local/Cellar/gettext/1.0/bin/msguniq | Mach-O 64-bit executable x86_64
mujs | /usr/local/Cellar/mujs/1.3.9/bin/mujs | Mach-O 64-bit executable x86_64
mujs-pp | /usr/local/Cellar/mujs/1.3.9/bin/mujs-pp | Mach-O 64-bit executable x86_64
multica | /usr/local/Cellar/multica/0.1.27/bin/multica | Mach-O 64-bit executable x86_64
multinit | /usr/local/Cellar/nss/3.123.1/bin/multinit | Mach-O 64-bit executable x86_64
murge | /usr/local/Cellar/ffmpeg/8.1.1/bin/murge | POSIX shell script text executable, ASCII text
mutagen-inspect | /usr/local/bin/mutagen-inspect | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
mutagen-pony | /usr/local/bin/mutagen-pony | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
n8n | /usr/local/lib/node_modules/n8n/bin/n8n | a /usr/bin/env node script text executable, ASCII text
n8n-mcp | /usr/local/lib/node_modules/n8n-mcp/dist/mcp/index.js | a /usr/bin/env node script text executable, ASCII text
nerdctl.lima | /usr/local/Cellar/lima/2.1.4/bin/nerdctl.lima | POSIX shell script text executable, ASCII text
nettle-hash | /usr/local/Cellar/nettle/3.10.2/bin/nettle-hash | Mach-O 64-bit executable x86_64
nettle-lfib-stream | /usr/local/Cellar/nettle/3.10.2/bin/nettle-lfib-stream | Mach-O 64-bit executable x86_64
nettle-pbkdf2 | /usr/local/Cellar/nettle/3.10.2/bin/nettle-pbkdf2 | Mach-O 64-bit executable x86_64
nextonic | /usr/local/Cellar/tectonic/0.16.9/bin/tectonic | Mach-O 64-bit executable x86_64
ngettext | /usr/local/Cellar/gettext/1.0/bin/ngettext | Mach-O 64-bit executable x86_64
ngrok | /usr/local/Caskroom/ngrok/3.37.1/ngrok | Mach-O 64-bit executable x86_64
nikto | /usr/local/Cellar/nikto/2.6.0/bin/nikto | a /usr/bin/perl5.34 script text executable, ASCII text
nltk | /usr/local/bin/nltk | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
node | /usr/local/Cellar/node/25.6.1_1/bin/node | Mach-O 64-bit executable x86_64
nonspr10 | /usr/local/Cellar/nss/3.123.1/bin/nonspr10 | Mach-O 64-bit executable x86_64
normalize.py | /usr/local/Cellar/ffmpeg/8.1.1/bin/normalize.py | Python script text executable, ASCII text
normalizer | /usr/local/bin/normalizer | a /usr/local/opt/python@3.11/bin/python3.11 script text executable, ASCII text
notebooklm-mcp | /usr/local/lib/node_modules/@roomi-fields/notebooklm-mcp/dist/index.js | a /usr/bin/env node script text executable, Unicode text, UTF-8 text
notebooklm-mcp-proxy | /usr/local/lib/node_modules/@roomi-fields/notebooklm-mcp/dist/stdio-http-proxy.js | a /usr/bin/env node script text executable, Unicode text, UTF-8 text
npm | /usr/local/lib/node_modules/npm/bin/npm-cli.js | a /usr/bin/env node script text executable, ASCII text
nproc | /usr/local/Cellar/coreutils/9.10/bin/gnproc | Mach-O 64-bit executable x86_64
npx | /usr/local/lib/node_modules/npm/bin/npx-cli.js | a /usr/bin/env node script text executable, ASCII text
nspr-config | /usr/local/Cellar/nspr/4.39/bin/nspr-config | POSIX shell script text executable, ASCII text
nss-config | /usr/local/Cellar/nss/3.123.1/bin/nss-config | POSIX shell script text executable, ASCII text
nss-policy-check | /usr/local/Cellar/nss/3.123.1/bin/nss-policy-check | Mach-O 64-bit executable x86_64
nssdefaults | /usr/local/Cellar/nss/3.123.1/bin/nssdefaults | Mach-O 64-bit executable x86_64
numfmt | /usr/local/Cellar/coreutils/9.10/bin/gnumfmt | Mach-O 64-bit executable x86_64
ocspclnt | /usr/local/Cellar/nss/3.123.1/bin/ocspclnt | Mach-O 64-bit executable x86_64
ocspresp | /usr/local/Cellar/nss/3.123.1/bin/ocspresp | Mach-O 64-bit executable x86_64
ocsptool | /usr/local/Cellar/gnutls/3.8.13/bin/ocsptool | Mach-O 64-bit executable x86_64
oid2name | /usr/local/Cellar/postgresql@16/16.14/bin/oid2name | Mach-O 64-bit executable x86_64
oidcalc | /usr/local/Cellar/nss/3.123.1/bin/oidcalc | Mach-O 64-bit executable x86_64
onnxruntime_test | /usr/local/bin/onnxruntime_test | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
op | /usr/local/Caskroom/1password-cli/2.34.1/op | Mach-O 64-bit executable x86_64
openai | /usr/local/bin/openai | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
openapi | /usr/local/lib/node_modules/@redocly/cli/bin/cli.js | a /usr/bin/env node script text executable, ASCII text
openclaw | /usr/local/lib/node_modules/openclaw/openclaw.mjs | a /usr/bin/env node script text executable, ASCII text
openclaw2 | /usr/local/bin/openclaw2 | Paul Falstad's zsh script text executable, ASCII text
opencode | /usr/local/lib/node_modules/opencode-ai/bin/opencode | a /usr/bin/env node script text executable, ASCII text
openspec | /usr/local/lib/node_modules/@fission-ai/openspec/bin/openspec.js | a /usr/bin/env node script text executable, ASCII text
openssl | /usr/local/Cellar/openssl@3/3.6.2/bin/openssl | Mach-O 64-bit executable x86_64
openviking | /usr/local/bin/openviking | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
openviking-server | /usr/local/bin/openviking-server | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
opj_compress | /usr/local/Cellar/openjpeg/2.5.4/bin/opj_compress | Mach-O 64-bit executable x86_64
opj_decompress | /usr/local/Cellar/openjpeg/2.5.4/bin/opj_decompress | Mach-O 64-bit executable x86_64
opj_dump | /usr/local/Cellar/openjpeg/2.5.4/bin/opj_dump | Mach-O 64-bit executable x86_64
optuna | /usr/local/bin/optuna | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
out123 | /usr/local/Cellar/mpg123/1.33.5/bin/out123 | Mach-O 64-bit executable x86_64
ov | /usr/local/bin/ov | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
p11-kit | /usr/local/Cellar/p11-kit/0.26.2/bin/p11-kit | Mach-O 64-bit executable x86_64
p11tool | /usr/local/Cellar/gnutls/3.8.13/bin/p11tool | Mach-O 64-bit executable x86_64
p7content | /usr/local/Cellar/nss/3.123.1/bin/p7content | Mach-O 64-bit executable x86_64
p7env | /usr/local/Cellar/nss/3.123.1/bin/p7env | Mach-O 64-bit executable x86_64
p7sign | /usr/local/Cellar/nss/3.123.1/bin/p7sign | Mach-O 64-bit executable x86_64
p7verify | /usr/local/Cellar/nss/3.123.1/bin/p7verify | Mach-O 64-bit executable x86_64
pal2rgb | /usr/local/Cellar/libtiff/4.7.1_1/bin/pal2rgb | Mach-O 64-bit executable x86_64
pandoc | /usr/local/Cellar/pandoc/3.9.0.2/bin/pandoc | Mach-O 64-bit executable x86_64
pango-list | /usr/local/Cellar/pango/1.58.0/bin/pango-list | Mach-O 64-bit executable x86_64
pango-segmentation | /usr/local/Cellar/pango/1.58.0/bin/pango-segmentation | Mach-O 64-bit executable x86_64
pango-view | /usr/local/Cellar/pango/1.58.0/bin/pango-view | Mach-O 64-bit executable x86_64
patcheck | /usr/local/Cellar/ffmpeg/8.1.1/bin/patcheck | POSIX shell script text executable, ASCII text, with very long lines (482)
patchright | /usr/local/bin/patchright | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
pcre2-config | /usr/local/Cellar/pcre2/10.47_1/bin/pcre2-config | POSIX shell script text executable, ASCII text
pcre2grep | /usr/local/Cellar/pcre2/10.47_1/bin/pcre2grep | Mach-O 64-bit executable x86_64
pcre2test | /usr/local/Cellar/pcre2/10.47_1/bin/pcre2test | Mach-O 64-bit executable x86_64
pdf2txt.py | /usr/local/bin/pdf2txt.py | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
pdfattach | /usr/local/Cellar/poppler/26.04.0/bin/pdfattach | Mach-O 64-bit executable x86_64
pdfdetach | /usr/local/Cellar/poppler/26.04.0/bin/pdfdetach | Mach-O 64-bit executable x86_64
pdffonts | /usr/local/Cellar/poppler/26.04.0/bin/pdffonts | Mach-O 64-bit executable x86_64
pdfimages | /usr/local/Cellar/poppler/26.04.0/bin/pdfimages | Mach-O 64-bit executable x86_64
pdfinfo | /usr/local/Cellar/poppler/26.04.0/bin/pdfinfo | Mach-O 64-bit executable x86_64
pdfplumber | /usr/local/bin/pdfplumber | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
pdfseparate | /usr/local/Cellar/poppler/26.04.0/bin/pdfseparate | Mach-O 64-bit executable x86_64
pdfsig | /usr/local/Cellar/poppler/26.04.0/bin/pdfsig | Mach-O 64-bit executable x86_64
pdftocairo | /usr/local/Cellar/poppler/26.04.0/bin/pdftocairo | Mach-O 64-bit executable x86_64
pdftohtml | /usr/local/Cellar/poppler/26.04.0/bin/pdftohtml | Mach-O 64-bit executable x86_64
pdftoppm | /usr/local/Cellar/poppler/26.04.0/bin/pdftoppm | Mach-O 64-bit executable x86_64
pdftops | /usr/local/Cellar/poppler/26.04.0/bin/pdftops | Mach-O 64-bit executable x86_64
pdftotext | /usr/local/Cellar/poppler/26.04.0/bin/pdftotext | Mach-O 64-bit executable x86_64
pdfunite | /usr/local/Cellar/poppler/26.04.0/bin/pdfunite | Mach-O 64-bit executable x86_64
pg_amcheck | /usr/local/Cellar/postgresql@16/16.14/bin/pg_amcheck | Mach-O 64-bit executable x86_64
pg_archivecleanup | /usr/local/Cellar/postgresql@16/16.14/bin/pg_archivecleanup | Mach-O 64-bit executable x86_64
pg_basebackup | /usr/local/Cellar/postgresql@16/16.14/bin/pg_basebackup | Mach-O 64-bit executable x86_64
pg_checksums | /usr/local/Cellar/postgresql@16/16.14/bin/pg_checksums | Mach-O 64-bit executable x86_64
pg_config | /usr/local/Cellar/postgresql@16/16.14/bin/pg_config | Mach-O 64-bit executable x86_64
pg_controldata | /usr/local/Cellar/postgresql@16/16.14/bin/pg_controldata | Mach-O 64-bit executable x86_64
pg_ctl | /usr/local/Cellar/postgresql@16/16.14/bin/pg_ctl | Mach-O 64-bit executable x86_64
pg_dump | /usr/local/Cellar/postgresql@16/16.14/bin/pg_dump | Mach-O 64-bit executable x86_64
pg_dumpall | /usr/local/Cellar/postgresql@16/16.14/bin/pg_dumpall | Mach-O 64-bit executable x86_64
pg_isready | /usr/local/Cellar/postgresql@16/16.14/bin/pg_isready | Mach-O 64-bit executable x86_64
pg_receivewal | /usr/local/Cellar/postgresql@16/16.14/bin/pg_receivewal | Mach-O 64-bit executable x86_64
pg_recvlogical | /usr/local/Cellar/postgresql@16/16.14/bin/pg_recvlogical | Mach-O 64-bit executable x86_64
pg_resetwal | /usr/local/Cellar/postgresql@16/16.14/bin/pg_resetwal | Mach-O 64-bit executable x86_64
pg_restore | /usr/local/Cellar/postgresql@16/16.14/bin/pg_restore | Mach-O 64-bit executable x86_64
pg_rewind | /usr/local/Cellar/postgresql@16/16.14/bin/pg_rewind | Mach-O 64-bit executable x86_64
pg_test_fsync | /usr/local/Cellar/postgresql@16/16.14/bin/pg_test_fsync | Mach-O 64-bit executable x86_64
pg_test_timing | /usr/local/Cellar/postgresql@16/16.14/bin/pg_test_timing | Mach-O 64-bit executable x86_64
pg_upgrade | /usr/local/Cellar/postgresql@16/16.14/bin/pg_upgrade | Mach-O 64-bit executable x86_64
pg_verifybackup | /usr/local/Cellar/postgresql@16/16.14/bin/pg_verifybackup | Mach-O 64-bit executable x86_64
pg_waldump | /usr/local/Cellar/postgresql@16/16.14/bin/pg_waldump | Mach-O 64-bit executable x86_64
pgbench | /usr/local/Cellar/postgresql@16/16.14/bin/pgbench | Mach-O 64-bit executable x86_64
phonemize | /usr/local/bin/phonemize | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
pinentry | /usr/local/Cellar/pinentry/1.3.2/bin/pinentry-curses | Mach-O 64-bit executable x86_64
pinentry-curses | /usr/local/Cellar/pinentry/1.3.2/bin/pinentry-curses | Mach-O 64-bit executable x86_64
pinentry-tty | /usr/local/Cellar/pinentry/1.3.2/bin/pinentry-tty | Mach-O 64-bit executable x86_64
pinky | /usr/local/Cellar/coreutils/9.10/bin/gpinky | Mach-O 64-bit executable x86_64
pip | /usr/local/bin/pip | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pip3 | /usr/local/Cellar/python@3.14/3.14.5/bin/pip3 | a /usr/local/Cellar/python@3.14/3.14.5/bin/python3.14 script text executable, AS
pip3.11 | /usr/local/Cellar/python@3.11/3.11.15/bin/pip3.11 | a /usr/local/opt/python@3.11/bin/python3.11 script text executable, ASCII text
pip3.12 | /usr/local/bin/pip3.12 | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
pip3.13 | /usr/local/Cellar/python@3.13/3.13.3/bin/pip3.13 | a /usr/local/Cellar/python@3.13/3.13.3/bin/python3.13 script text executable, AS
pip3.14 | /usr/local/Cellar/python@3.14/3.14.5/bin/pip3.14 | a /usr/local/Cellar/python@3.14/3.14.5/bin/python3.14 script text executable, AS
pk11ectest | /usr/local/Cellar/nss/3.123.1/bin/pk11ectest | Mach-O 64-bit executable x86_64
pk11gcmtest | /usr/local/Cellar/nss/3.123.1/bin/pk11gcmtest | Mach-O 64-bit executable x86_64
pk11importtest | /usr/local/Cellar/nss/3.123.1/bin/pk11importtest | Mach-O 64-bit executable x86_64
pk11mode | /usr/local/Cellar/nss/3.123.1/bin/pk11mode | Mach-O 64-bit executable x86_64
pk12util | /usr/local/Cellar/nss/3.123.1/bin/pk12util | Mach-O 64-bit executable x86_64
pk1sign | /usr/local/Cellar/nss/3.123.1/bin/pk1sign | Mach-O 64-bit executable x86_64
pkcs1-conv | /usr/local/Cellar/nettle/3.10.2/bin/pkcs1-conv | Mach-O 64-bit executable x86_64
pkg-config | /usr/local/Cellar/pkgconf/2.5.1/bin/pkgconf | Mach-O 64-bit executable x86_64
pkgconf | /usr/local/Cellar/pkgconf/2.5.1/bin/pkgconf | Mach-O 64-bit executable x86_64
pkix-errcodes | /usr/local/Cellar/nss/3.123.1/bin/pkix-errcodes | Mach-O 64-bit executable x86_64
pktdumper | /usr/local/Cellar/ffmpeg/8.1.1/bin/pktdumper | Mach-O 64-bit executable x86_64
playwright | /usr/local/bin/playwright | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
plotframes | /usr/local/Cellar/ffmpeg/8.1.1/bin/plotframes | Perl script text executable
plotly_get_chrome | /usr/local/bin/plotly_get_chrome | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
png-fix-itxt | /usr/local/Cellar/libpng/1.6.58/bin/png-fix-itxt | Mach-O 64-bit executable x86_64
pngfix | /usr/local/Cellar/libpng/1.6.58/bin/pngfix | Mach-O 64-bit executable x86_64
pnpm | /usr/local/lib/node_modules/corepack/dist/pnpm.js | a /usr/bin/env node script text executable, ASCII text
pnpx | /usr/local/lib/node_modules/corepack/dist/pnpx.js | a /usr/bin/env node script text executable, ASCII text
po-fetch | /usr/local/Cellar/gettext/1.0/bin/po-fetch | POSIX shell script text executable, ASCII text
podman.lima | /usr/local/Cellar/lima/2.1.4/bin/podman.lima | POSIX shell script text executable, ASCII text
postgres | /usr/local/Cellar/postgresql@16/16.14/bin/postgres | Mach-O 64-bit executable x86_64
pp | /usr/local/Cellar/nss/3.123.1/bin/pp | Mach-O 64-bit executable x86_64
ppm2tiff | /usr/local/Cellar/libtiff/4.7.1_1/bin/ppm2tiff | Mach-O 64-bit executable x86_64
printf_gettext | /usr/local/Cellar/gettext/1.0/bin/printf_gettext | Mach-O 64-bit executable x86_64
printf_ngettext | /usr/local/Cellar/gettext/1.0/bin/printf_ngettext | Mach-O 64-bit executable x86_64
probetest | /usr/local/Cellar/ffmpeg/8.1.1/bin/probetest | Mach-O 64-bit executable x86_64
protoc | /usr/local/Cellar/protobuf/34.0/bin/protoc-34.0.0 | Mach-O 64-bit executable x86_64
protoc-34.0.0 | /usr/local/Cellar/protobuf/34.0/bin/protoc-34.0.0 | Mach-O 64-bit executable x86_64
protoc-gen-grpclib_python | /usr/local/bin/protoc-gen-grpclib_python | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
protoc-gen-python_grpc | /usr/local/bin/protoc-gen-python_grpc | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
protoc-gen-upb | /usr/local/Cellar/protobuf/34.0/bin/protoc-gen-upb-34.0.0 | Mach-O 64-bit executable x86_64
protoc-gen-upb-34.0.0 | /usr/local/Cellar/protobuf/34.0/bin/protoc-gen-upb-34.0.0 | Mach-O 64-bit executable x86_64
protoc-gen-upb_minitable | /usr/local/Cellar/protobuf/34.0/bin/protoc-gen-upb_minitable-34.0.0 | Mach-O 64-bit executable x86_64
protoc-gen-upb_minitable-34.0.0 | /usr/local/Cellar/protobuf/34.0/bin/protoc-gen-upb_minitable-34.0.0 | Mach-O 64-bit executable x86_64
protoc-gen-upbdefs | /usr/local/Cellar/protobuf/34.0/bin/protoc-gen-upbdefs-34.0.0 | Mach-O 64-bit executable x86_64
protoc-gen-upbdefs-34.0.0 | /usr/local/Cellar/protobuf/34.0/bin/protoc-gen-upbdefs-34.0.0 | Mach-O 64-bit executable x86_64
psicc | /usr/local/Cellar/little-cms2/2.19/bin/psicc | Mach-O 64-bit executable x86_64
psktool | /usr/local/Cellar/gnutls/3.8.13/bin/psktool | Mach-O 64-bit executable x86_64
psql | /usr/local/Cellar/postgresql@16/16.14/bin/psql | Mach-O 64-bit executable x86_64
ptx | /usr/local/Cellar/coreutils/9.10/bin/gptx | Mach-O 64-bit executable x86_64
puremagic | /usr/local/bin/puremagic | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
