# name | realpath | file-arch
wheel3 | /usr/local/Cellar/python@3.14/3.14.5/bin/wheel3.14 | a /usr/local/Cellar/python@3.14/3.14.5/bin/python3.14 script text executable, AS
wheel3.11 | /usr/local/Cellar/python@3.11/3.11.15/bin/wheel3.11 | a /usr/local/opt/python@3.11/bin/python3.11 script text executable, ASCII text
wheel3.12 | /usr/local/Cellar/python@3.12/3.12.9/bin/wheel3.12 | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
wheel3.13 | /usr/local/Cellar/python@3.13/3.13.3/bin/wheel3.13 | a /usr/local/Cellar/python@3.13/3.13.3/bin/python3.13 script text executable, AS
wheel3.14 | /usr/local/Cellar/python@3.14/3.14.5/bin/wheel3.14 | a /usr/local/Cellar/python@3.14/3.14.5/bin/python3.14 script text executable, AS
whisper | /usr/local/Cellar/openai-whisper/20250625_3/libexec/bin/whisper | a /usr/local/Cellar/openai-whisper/20250625_3/libexec/bin/python script text exe
whisperx | /usr/local/bin/whisperx | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
wordlist2dawg | /usr/local/Cellar/tesseract/5.5.2/bin/wordlist2dawg | Mach-O 64-bit executable x86_64
world | /usr/local/bin/world | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
wrangler | /usr/local/lib/node_modules/wrangler/bin/wrangler.js | a /usr/bin/env node script text executable, ASCII text, with very long lines (46
wrangler2 | /usr/local/lib/node_modules/wrangler/bin/wrangler.js | a /usr/bin/env node script text executable, ASCII text, with very long lines (46
wrjpgcom | /usr/local/Cellar/jpeg-turbo/3.1.4.1/bin/wrjpgcom | Mach-O 64-bit executable x86_64
wsdump | /usr/local/bin/wsdump | a /usr/local/opt/python@3.12/bin/python3.12 script text executable, ASCII text
x264 | /usr/local/Cellar/x264/r3222/bin/x264 | Mach-O 64-bit executable x86_64
x265 | /usr/local/Cellar/x265/4.2/bin/x265 | Mach-O 64-bit executable x86_64
x86_64-apple-darwin25-c++-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/x86_64-apple-darwin25-c++-15 | Mach-O 64-bit executable x86_64
x86_64-apple-darwin25-g++-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/x86_64-apple-darwin25-g++-15 | Mach-O 64-bit executable x86_64
x86_64-apple-darwin25-gcc-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/x86_64-apple-darwin25-gcc-15 | Mach-O 64-bit executable x86_64
x86_64-apple-darwin25-gcc-ar-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/x86_64-apple-darwin25-gcc-ar-15 | Mach-O 64-bit executable x86_64
x86_64-apple-darwin25-gcc-nm-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/x86_64-apple-darwin25-gcc-nm-15 | Mach-O 64-bit executable x86_64
x86_64-apple-darwin25-gcc-ranlib-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/x86_64-apple-darwin25-gcc-ranlib-15 | Mach-O 64-bit executable x86_64
x86_64-apple-darwin25-gfortran-15 | /usr/local/Cellar/gcc/15.2.0_1/bin/x86_64-apple-darwin25-gfortran-15 | Mach-O 64-bit executable x86_64
xgettext | /usr/local/Cellar/gettext/1.0/bin/xgettext | Mach-O 64-bit executable x86_64
xiaomusic | /usr/local/bin/xiaomusic | a /usr/local/opt/python@3.13/bin/python3.13 script text executable, ASCII text
xpdfimport | /Applications/LibreOffice.app/Contents/MacOS/xpdfimport | Mach-O 64-bit executable arm64
xtractprotos | /usr/local/Cellar/leptonica/1.87.0/bin/xtractprotos | Mach-O 64-bit executable x86_64
xz | /usr/local/Cellar/xz/5.8.3/bin/xz | Mach-O 64-bit executable x86_64
xzcat | /usr/local/Cellar/xz/5.8.3/bin/xz | Mach-O 64-bit executable x86_64
xzcmp | /usr/local/Cellar/xz/5.8.3/bin/xzdiff | POSIX shell script text executable, ASCII text
xzdec | /usr/local/Cellar/xz/5.8.3/bin/xzdec | Mach-O 64-bit executable x86_64
xzdiff | /usr/local/Cellar/xz/5.8.3/bin/xzdiff | POSIX shell script text executable, ASCII text
xzegrep | /usr/local/Cellar/xz/5.8.3/bin/xzgrep | POSIX shell script text executable, ASCII text
xzfgrep | /usr/local/Cellar/xz/5.8.3/bin/xzgrep | POSIX shell script text executable, ASCII text
xzgrep | /usr/local/Cellar/xz/5.8.3/bin/xzgrep | POSIX shell script text executable, ASCII text
xzless | /usr/local/Cellar/xz/5.8.3/bin/xzless | POSIX shell script text executable, ASCII text
xzmore | /usr/local/Cellar/xz/5.8.3/bin/xzmore | POSIX shell script text executable, ASCII text
yarn | /usr/local/lib/node_modules/corepack/dist/yarn.js | a /usr/bin/env node script text executable, ASCII text
yarnpkg | /usr/local/lib/node_modules/corepack/dist/yarnpkg.js | a /usr/bin/env node script text executable, ASCII text
yat2m | /usr/local/Cellar/libgpg-error/1.61/bin/yat2m | Mach-O 64-bit executable x86_64
you-get | /usr/local/bin/you-get | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
youtube_transcript_api | /usr/local/bin/youtube_transcript_api | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
yt-dlp | /usr/local/bin/yt-dlp | a /usr/local/opt/python@3.14/bin/python3.14 script text executable, ASCII text
zellij | /usr/local/Cellar/zellij/0.43.1/bin/zellij | Mach-O 64-bit executable x86_64
zmqshell.py | /usr/local/Cellar/ffmpeg/8.1.1/bin/zmqshell.py | Python script text executable, ASCII text
zstd | /usr/local/Cellar/zstd/1.5.7_1/bin/zstd | Mach-O 64-bit executable x86_64
zstdcat | /usr/local/Cellar/zstd/1.5.7_1/bin/zstd | Mach-O 64-bit executable x86_64
zstdgrep | /usr/local/Cellar/zstd/1.5.7_1/bin/zstdgrep | POSIX shell script text executable, ASCII text
zstdless | /usr/local/Cellar/zstd/1.5.7_1/bin/zstdless | POSIX shell script text executable, ASCII text
zstdmt | /usr/local/Cellar/zstd/1.5.7_1/bin/zstd | Mach-O 64-bit executable x86_64
